@relation R_data_frame-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute text string
@attribute is_sick {FALSE,TRUE}

@data
'Today keeps getting better and better #fml #Duckdynasty and wine Wednesday ... I knew I loved this girl #jack #heyjack @taylormcsquared drove past #billobrien today on the bus ... made my day #pennstate why did I choose a path for my life that has me in school until I\'m 26 -__- what was I thinking. #audiologyproblems #CSDproblems I will never understand how some girls feel the need to talk so loud all day every day no matter what time #stfu #fluproblems #wanttosleep #PeopleAtMySchool just raised 12.3 million dollars to fight pediatric cancer #THON13 #PennStateProud #BeatThat second doctor\'s appointment tomorrow... have to #kickthisflu obsessed with teenmom2 only perk to being sick is watching @ChelseaHouska @TM2LeahDawn @PBandJenelley_1 @KailLowry @JaviM9 @Calvert505 everything I eat tastes like rubbing alcohol #wut #fluproblems The only thing worse than insomnia... is sick insomnia... #fluproblems #achingallover I want to be super excited about #THON right now.. which I am.. but I\'d really like to be able to',TRUE
'Mr. Walmart cashier  If you\'re gonna try to hit on me  don\'t start off by asking if you\'d look good in the nail polish i\'m buying #epicfail oh what a day already.... 3 1/2 hours til we leave #APhiO #LakePlacid #RoadTrip #Whiteface ...pulling out three pillow cases only to remember your main squeeze is on your bed at home :( #pillowproblems Mother nature is controlling my emotions today. thankfully I have my girls to keep me in check ? @taylormcsquared #twitterlesscarolyn when you wake up realizing it wasn\'t just your parents keeping you from being yourself  it was your relationship too. #feelsgoodtobeback @taylormcsquared nice! I\'m so tired it\'s not even funny :/ @taylormcsquared damn girl! lol ... I have been up since 4:45 I\'m in bed for the night :/ sorry boo @taylormcsquared  http://t.co/jRjekYGMad #battleshots @derf_sifford love ya @derf_sifford actually I have work to do too SON!!!!!!!!!! #listenheremyass #wehavealottotalkabout #missyou @derf_sifford stfu you\'re in Vermont!! #dontcomplain #luckyass betwe',FALSE
'@taylormcsquared #bossyinbed yepp #IGotTimeFoDat for sure! #bossy in the real world #hellno haha @so_typicALLIE thanks girl ? @taylormcsquared exactly @taylormcsquared I\'m sorry girl. #drinkupforme lol #cloudnine @so_typicALLIE http://t.co/x2fkQlw5z2 @taylormcsquared I won\'t be back yet :/ Down ten pounds baby #doinsomethinright skyfall when it crumbles  we will stand tall  face it all together #adele every song he feeds me about our break up I can only feel pain towards you.. #toomuchdrama #notintheknow #growup Baseball baseball baseball ???????? I have a date at 7:10 with Cole and his mustache. Lol. #sillies #philliescountry #openingday ?? Don\'t wanna get out of bed today it\'s nice not having anywhere to be #justchillin ? @taylormcsquared I hope you guys are having fun #ihatemylife #noprogress I just made the connection? it\'s the Mexican food! That\'s my dietttt lol I can never get a break around here #wtf @so_typicALLIE honestly... pretty sure it\'s just from stress haha #beenworkingoutformonths with no resu',FALSE
'Spent tonight in a Jewelry store.. That\'s all I gotta say #futurescloserthanever #waitingonyoubabe @sbock035 ill let you know on Friday when I have one haha you? Summer classes are going to be the death of me -__-',FALSE
'oh heyyy twitter I forgot you existed #summerbusy #outsideallday',FALSE
'@taylormcsquared ahh all I want to do is move in now... I miss you !! #homesick #pennstate',FALSE
'Vino sippinnn....#wednesdaylife Just let chrees give me a makeover: it didn\'t go well. #gayprideparadestatus @12mansic PENN STATE TRENDING WORLDWIDE #getonourlevel @patd40 @AnastasiaMando i actually lollleedddddd... @patd40 maybe i\'m not at all Kendrick Lamar gon be at the BJC in April!!! #IMDOWN #lovethisschool Didn\'t know if I would make it to my first class today... But WHAATT? its canceled. #bestdayever And I\'m pretty sure Tiestos thinking   Lawdy  I\'m excited for Penn State tomorrow!!!  #uhhduh .....well holy shit Tiesto. I am a child. Lawdy  I\'m excited for Tiesto tomrrow!!! State Pattys @ Penn State http://t.co/rkOywPet35 Love my @12mansic!!! THANK YOU FOR COMING TO THE SHOW AGAIN TONIGHT LOVE!!! #youdabomb #andkaytoo #vm13 When you leave your friends for the day and your last words are  bye  love you  don\'t get caught!  #SPD13 That awkward moment when everyones talking about parties  and your talking about vaginas. all the time. #vaginamonologues2013 That awkward moment when no one claps and your only',FALSE
'I go to math for one reason  and one reason alone: my fine ass professor. Can I get a what-what?!?! #damnboy #youisfine #thethirstisreal That time I posted a twerking tutorial on my moms fb wall. #twerk We hold far too many twerking sessions in 211 Pinchot. @AnastasiaMando @yogabba_11 @12mansic Millburn will miss you Mr. Weinstein!!! #loveyou @ehernon #sad #sad #sad http://t.co/CUMsQBHew9 I want to throw up every time I talk to my brother. No  I don\'t want to hear about your mafia life-style. #shutthefup #youredumb Look at my pocket puppy! #fitsinmypurse #repost #doggy #lab http://t.co/FHtsayTrlG @ashleyvojtek I\'ve done that before. Its a scary place. Some times I stop and giggle about the fact that my mom seriously considered naming me Avalon. #whatisherdeal #momprobz Is this one of those random blizzard days? Cuz I\'m not about that life. #cold That day my TAs decided to screw me over on my SOC exam. #mylifeisover #takemebacktomillburn I follow @BeFitMotivation AND @ShtFatGirlsSay ...idk what I\'m trying to d',FALSE
'My Soc professor just compared old-people boobs to bowling balls in tube socks. #justthinkaboutthat Holy moly  a month from now  I\'ll be done with my freshman year. That was way too fast. #wheredidthetimego What do you think you\'re doing in my bathroom? @countryboy_psu http://t.co/tVp2koTiu1 @dpolz @Ehernon OMG did you get his numberrrrrr????? The littles just told my mom that I adopted a baby. #aprilfools #littlebrothers Just asked the littles to tell my mom that I\'ve dropped out of college and move to Cali. They are the best pranksters. #aprilfools Jeremy Jordan. #mancrushmonday #alliveeverwanted #callme http://t.co/SbPvsorY6c @waschout hey didn\'t I see you backstage at that Beyonce concert? My girls <3 love you with all my heart! http://t.co/P4fXWZYs6E Its an All American Rejects Pandora and t-shirts kind of day. #lovinglife To thr guy who just screamed  i can see down your shirt  from his 3rd floor window: get a new hobby. That time I spilled water all over my seat so now I have to wear a sweater around m',FALSE
'EW he literally just picked his nose and ate it as I wrote that last tweet. PLEASE just go anywhere else. ANYWHERE. Hey  chew your gum a little louder asshole. Its not like any of us are failing math or anything. My mom just sent me a margarita recipe and told me to get started. #ifyousayso You Are My Sunshine. Replace sunshine with puppy  and you get what I sing to my dog on a daily basis. #replacethelyrics Almost back in Thrillburn. #thrillme Such a cool night. @ Skidmore College http://t.co/BFC2mAuNVJ @12mansic hate you #missyou Skidmore bound. Pinchot\'s favorite residents will miss 211. Analstasia and Chodeler. #neverforget @AnastasiaMando http://t.co/TWDhP8nVIz @EleanorKonrad sorry! I left before 7th. I was just picking something up but I\'m here for the summer. I\'ll see you soon!! Oh no. This is uncomfortable. #gettingold #justvisiting http://t.co/tgQQJVFJ9F I\'ve been home for two days and this one has literally not left my side. Not once. #ineedtosleep #buthescute http://t.co/dcipMhUkNV Wow I havn\'t bee',FALSE
'We got kicked out Just started a we are chant at drexel REUNITED AND IT FEELS....like we\'re getting crunk. http://t.co/p3qWrB7qDw Lets go state! (@ PPL Park w/ 25 others) http://t.co/JhYwswQDww Dammit im gonna look like such a nerd all weekend Music runs in the family. http://t.co/uXh0VyF4uR #littlebrotherflow HAPPY BIRTHDAY MY DEAREST! @happyymadisonn #LOVEYAAA Almost positive my dad thinks I put pictures on facebook only so he can see them. Why else would I have 15 notifications from my dad? #crazy Just over a week into my vegan life and I\'ve already lost 4 pounds...like holy crap that was crazy fast. #istillwantcheese  I don\'t feel like living  #GOT and by last night I mean two nights ago. #lt My brothers watching the #GOT episode from last night in the next room. I hear little screams and \'oh my gods!\' #ITOLDYOUSOBITCH #nunlife #looksresonable @AnastasiaMando yeah  we were rushing the train. She won. Screw the bitch that just tore my flip-flop off my foot and then proceeded to dart around me like I was so',FALSE
'What I learned Sunday with @TheBearShepard: There are some seriously embarrassing videos of us on the internet. Lets hope I never get famous Waitressing on cold meds was not a bright idea. I couldn\'t even remember what empanadas were. @BrunoMars I saw you outside the Gansevoort Park Hotel on Saturday night and yelled at you to hug me....but you strolled along. Officially secured my internship at Electric Lady Studios in NYC this summer! #greatnews Its been a really tough day. Seeing this at the end of it reminds me that I am so lucky and grateful? http://t.co/mU7lW9B7VH I\'m at Electric Lady Studios - @elsnewyork (New York  NY) http://t.co/3Qmkwr0vQp My mom is doing extensive research on goblin sharks to make sure we never enter those parts of the ocean. #thanksmom HAPPY 4TH! some of us are 4thed out. #merica @ Millburn High School http://t.co/kvFLkyX6dq WTF MOMMM ITS 4TH SPEND TIME WITH MEEE!!!! or at least bring me the car. To the girl wearing American flag shorts and a Jack Daniels tshirt: yaaaaaass #youred',FALSE
'I tweet about my mom too much  but shes ridiculous.  Such a pretty girl Bella! I picked a good one. No ugly bitches in this house!  -mom on our new dog. #yousaidit @TheBearShepard hahaha go for it I\'m really sorry if my mom followed you on instagram. This might be a really weird time to tweet this  but I really miss The Pussycat Dolls. #likealot',FALSE
'@akhurana3 I believe it. Don\'t say anything! @akhurana3 how was the movie? @sportsguy33 Come on bro  LeBron best player the last 20 yrs? Insult to Kobe  Duncan  Shaq. There are certain stains you can\'t wash off. @RicBucher I think your original picks are fine. Kobe has enough in the tank to be on the list. If anything  Pippen should be in for Lebron. @JaredDudley619 I have lots of respect for your willingness to express your opinion. Keep up the good work!',FALSE
'@sportsguy33 Kobe will bail us out again @akhurana3@RicBucher  best part of the Howard trade? We get Chris Duhon! @sportsguy33 is Kobe going to have to save the US again this time?',FALSE
'@SonnyKhurana @ShehlaH @akhurana3 There are pluses to having parliamentary elections also. Things get done a lot quicker  we should combine. @akhurana3 @UberFacts @ShehlaH @SonnyKhurana 300 million people with IQ over 120 and still they elect that govt? I call bullshit.',FALSE
'@akhurana3 @espnchrispalmer career 80 point games  Kobe 1  Jordan+lebron 0.',FALSE
'@akhurana3 it\'s cause he stopped partying @akhurana3 Or maybe he wanted to throw him into the pacific ocean',FALSE
'@iluvkimmiej yeahhhhhh @iluvkimmiej I wish you luck @akhurana3 can I have his acl?',FALSE
'@davelawguy nothing much buddy. Foreman sent us a copy of the reply brief  you guys have a fun two weeks ahead lol @jegborer either that or DR or San padre island @jegborer where we going??? Lucky monkey RT@nytimes: Sending a monkey to space appeared to have few if any immediate military implications for Iran http://t.co/jf8CTk5Z @lovekimmiej we got this @lovekimmiej maybe  and I can\'t spell @lovekimmiej Dominoes is way better @Bartwisch1 I\'m gonna go with D  199 @Bartwisch1 Welcome to Twitter  Jack Hobbs @lovekimmiej they need a Facebook search or something. No one actually remembers numbers @lovekimmiej f the heat @lovekimmiej haha I don\'t know  Wolf Blitzer and Anderson Cooper are hard to beat @lovekimmiej damn that was hard hitting. It was a compliment  those are very insightful tweets. You are basically my news source. @lovekimmiej you tweet a lot @lovekimmiej two game win streak! Hell yeah RT@cnnbrk: Pennsylvania to sue #NCAA over Penn State sanctions. http://t.co/0aAgeKcU',FALSE
'@lovekimmiej I just laughed in the library  thanks @lovekimmiej slacker My new fav senator RT @thehill: Yarmuth: Judd \'has made a decision to run\' against McConnell http://t.co/iFaZittoeZ by @AJJaffe @Djami_D I will get to the bottom of this I don\'t know what happened to my glasses!!  @Djami_D @lovekimmiej Calling Raman good looking? We will never see the end of it..  Sick the day before State Patty\'s day  noooooooooooo @caro_bee try 930 at night on a Saturday (email) @lovekimmiej @bigsaltalkin been running Ny since 1994 @lovekimmiej @bigsaltalkin don\'t hate @BigSalTalkin that\'s right @lovekimmiej that line was insane @davelawguy lol my thoughts exactly. I\'d be so scared if Halle was coming after me Why? He was mostly accurate RT @thehill: Sen. Graham: Hagel disavowed statement on Israel controlling State Dept. http://t.co/kjwQLER5 @Bartwisch1  @espn: 25 years ago  Larry Legend won his 3rd and final three-point contest. ->  http://t.co/3PaqWsAV  @lovekimmiej @djami_d I was being friendly! And Djami  are you r',TRUE
'Roberts on Obama:I don?t see why he doesn?t have the courage of his convictions and not enforce the law if he thinks it is unconstitutional @derektmuller but then how would we hear Justice Thomas\' brilliant insight? @Bartwisch1 pansies At the DMV  I\'d rather be getting knee surgery. @BennettMiss yayyyyyyyy Jeez  this needs to stop RT @nytimes: India Ink: Swiss Tourist Gang Raped in Central India  Police Say http://t.co/6kISWIsTDQ @lovekimmiej are we ever going to have a pool party?? @kobebryant mamba don\'t need ankles! How did I gain 7 pounds in 6 days? @lovekimmiej don\'t mess with the mamba',FALSE
'@jdm485 Points and rebounds are so overrated. @Tazoris @Bartwisch1 hopefully the last snake of the year @Bartwisch1 the only team with two enforcers @Bartwisch1 I am rooting for the Pacers just because they have both Hansborough brothers on their team. Great scouting by the legend. @lovekimmiej nooooooooo. He was spitting the truth Just watched tonight\'s Game of Thrones episode for the second time. Yes  it\'s that good. @davelawguy it\'s brutal @akhurana3 @ESPNChrisPalmer @EddyBhatia @vishalchopra45 That\'s the truth @Bartwisch1 if Kobe plays with one Achilles @Bartwisch1 the man has no weaknesses in his game. All he needed was playing time @lovekimmiej get your priorities straight! @jdm485 @lovekimmiej Houston should be motivated to avoid the eighth seed though Lakers are about to destroy the Rockets @jdm485 @BillSimmons and this last minute is Exhibit A for why you can have him. Playing soft at the end  like usual. Kobe Bryant is amazing. @pennstatim Congratulations to our incoming ME Brittany for having her C',FALSE
'@akhurana3   @PennStateLaw: Professor Stephen Ross tells the @TimesofIndia how to rid #cricket of corruption. http://t.co/Ph7JHffHYN  Kicking off studying for the bar exam through an intensive weekend in Vegas. @akhurana3 lol  Nba loves the Knicks @jdm485 I\'m not sure. I thought he was a smart guy. But he actually asked what year the show was based in?!?! @jdm485 lost all respect for  @BillSimmons after hearing his Game of Thrones podcast. Too stupid to remember character names. Lebron James is a better actor than a basketball player. @Bartwisch1 link not working  but headline says it all. End of an era. @lovekimmiej thanks for the motivation! @Bartwisch1  @espn: Apparently  the Big Aristotle (@Shaq)  approves of this impromptu posterization -> http://t.co/1nHU0VvEiH #posterizing  @lovekimmiej religionnnnnnn @Bartwisch1 you called it chief. @Tazoris I guess. And law school is over. @Jason_Samuel thanks! @epc240 haha where Brooklyn at? @im_MsB Just ruined my night. And morning. @kpelton Shut up  you idiot. @da',FALSE
'@akhurana3 @UberFacts guess it\'s only illegal in the country At what point does it become clear that Lebron does not make his teammates better?  Bosh used to be good. @jdm485 @Bartwisch1 @akhurana3 I\'m going to say no.  @thehill: Obama defends NSA surveillance programs as \'right balance\'  http://t.co/h95H2jvZLZ by @JTSTheHill  @Bartwisch1 @jdm485 @akhurana3 http://t.co/4kAmbydHLj Great.  @nytimes: China\'s latest knock off: Steve Jobs http://t.co/zjzuz9JJZe  @BigSalTalkin looks really good @davedgoliath yeah i understand.  I think they would have ended on that except people would have flipped out lol @davedgoliath there is much more coming that they had to save. @davedgoliath it depends if you\'ve read the books. Definitely not as exciting as last season\'s finale but I figured they would do that. @davedgoliath haha I figured most people would feel that way. @akhurana3  @WojYahooNBA: Y! Sources: Jason Kidd is pursuing the Brooklyn Nets head coaching job. http://t.co/cnjZ6zS8Q3  @jdm485 one of the things I really',FALSE
'Never been a fan of popes but Pope Francis seems legit.  It hurts me when I see a priest or a nun with the latest model car.  @BigSalTalkin traded him for Verlander. He can\'t keep it up I thought. Smh Public should not have to pay for this. ?@nytimes: Providing Birth Control to Deer in an Overrun Village http://t.co/00VYxXrJ4B? @caro_bee don\'t put that evil on all Americans. Hit the gym. @akhurana3 next  big three.  Three second bananas This means war  Houston. We will take your free agents  your land  your business  and your women. @jdm485 RT @WojYahooNBA  Dwight Howard\'s agent  Dan Fegan tells Y! Sports:  Dwight has not finalized his decision. \' @jdm485  this better be a hoax Samsung announced record profits and still missed market expectations. Welcome to Apple\'s world (the big leagues). @Bartwisch1  Make love  not law review. ?@BryanAGarner: In case you missed it: my take on law reviews. http://t.co/i3E4SoADZx? @akhurana3 @MettaWorldPeace With your new salary  better switch to a dumbphone  bro @Bartwisch1',FALSE
'Let the festivities begin ? Wait  since when did East Liberty become so nice? That awkward moment when you get home at the same time as your dad & you\'re both fucked up... #LetsMakeSomeFood @tay_merp @kallie_fornia fucking. gross. #vom Sleep? Wasthat? @BrittanyDorazio he got maaaad when everyone was messing w/ the iPad. He was SALTY... I was sleeping on the floor in the other room tho...?? @alicia_jean17 @Jamesterrr321 need to see you girls asapppp <333 @SamCorza thank god  my legs are still bruised from who knows what @SamCorza LOOK WHAT SANTA GOT US! #NoMoreEthernetChords!!! http://t.co/zJSvr4aS People are starting to come over but I can\'t bring myself to change out of my onesie... i\'m tempted to rock this mafucka alllll night ? @tay_merp HAHAHAHAHAHAHAHA I JUST DIED Christmas brunch with minimal awkwardness from Uncle Richard @BrittanyDorazio #success MURRY CRITMASSS ???? @E_Jayyyy don\'t be a pussy #moldyballs @jjshort_11 No. @jjshort_11 haha ohh staaahp  I\'m not even being mean @jjshort_11 hey  don\'t make',TRUE
'@anjeeezy today  instead of looking out a big window and breathing... We laid on the floor and breathed. It. Was. Awesome. When you know that the infinite intelligence of the Universe exists  you can tune into it and draw anything from it. #IGotThis #TheSecret @GabbyLauraYoo no slacks cut @GabbyLauraYoo you spelled life wrong... #BELIEVEacoustic I just came everywhere... @RJfazio hi  let\'s be friends :) Snow tubing with Hillel and Cru! #ImDrunk #andGodless @GabbyLauraYoo Sandpaper is my throat.  Grandma  PLEASE  you were wasted...  #BestDinnerEver @whattheKrug #KrugLyfe Nawt feelin\' so hawt ? @DrewPetersen9 nu uh!! Up all night studying? #KrugLyfe Okay  this game is starting to creep me out... #Assassins #IQuit http://t.co/VBTUktVZ Playing assassins has made me significantly more anxious... @E_Jayyyy you liked it THAT JUST HAPPENED http://t.co/W0vnwxCc Gino  Me  Ed Sheeran  & Jillian ??? http://t.co/V1TLw2Z5 Team Underdawgz #BeerOlympics http://t.co/DVumqy2m Met a bunch of cool people and now I get to bond wi',FALSE
'I wish I could be home more than anything right now. I can\'t wait for the day that cancer doesn\'t exist. Rest easy Rachel ? @RJfazio yes pa-lease! Tell me the time and place and I\'ll be there ? 2 a.m. wine break? Yes please. ? #PapersOnPapers I\'m 34\% sure that I have vertigo. #WhichWayIsUp ?? @KillaDij_ SAME ? So... How coked out do you think Tarantino is? #Oscars Boobie day at the BJC ? #LadyLions http://t.co/qW3rFBRT0W @jamorose01 haha omg  they\'re the cutest. I used big words AND capital letters for emphasis in that drunken angry text last night? #skill ? @GabbyLauraYoo we jumpin outta trap doors snachin up yo weed @ac_coolinit @j_3thousand find other people with $ to come? Duh. Haha jk.. @ac_coolinit @j_3thousand COME TO PSU OH the things I would do for a loaf of Mancini bread and a stick of butter... ??? @Sconnie92 really?! Haha I was nervous how they\'d turn out. Glad you like it! Funfetti Cake Pops ?? Shout out to the 202 girls for letting me use their kitchen! ? #FutureRoomies http://t.co/wBnNsKUH21 Ca',FALSE
'@tay_merp I literally took a triple take... Hahaha you looked white #tbt MEEES YEW ?? @BrittanyDorazio http://t.co/eXXqPbubX4 I was gonna go home next weekend until I found out about the Bro Social... I will NOT miss it this year #Brocial ??? @tay_merp so I went to type in  ass hole  and my phone auto corrects to  ASSHOLEBOOBIESAND  haha the vulgar-ness only means one thing... ? Mission to get $130 by 4 starts now... #LizInMyPants #ApartmentCrawlProbz  Hey girl  why don\'t you touch your toes for me?  ... #AreYouFuckingKiddingMe @samcorza @gabbylaurayoo @jillybeannnnn @tay_merp lol. OK. @samcorza @gabbylaurayoo @jillybeannnnn @tay_merp love you @GabbyLauraYoo it\'s almost creepy. But I love every part if it. @GabbyLauraYoo that happened http://t.co/HR0cJZwF47 @GabbyLauraYoo SAME WAVELENGTH ???? I think I wrote a paper last night? @GabbyLauraYoo Everclear and Reds? #whoami @DaryanneWatkins biggest let down  I was just about to put it on before I saw your second tweet ???? Just remembered that we have a Chili\'s d',FALSE
'?@FoofyTheKid: Just saw a guy with a bow tie he obviously knows bitches love bow ties? @GabbyLauraYoo That awkward moment when you and you\'re future roommate are matching at the gym... @Sconnie92  Success comes from within  not from without.  @E_Jayyyy ewwwww @E_Jayyyy f you broski. Don\'t subtweet me. I liked it better when you weren\'t on twitter. @Jokoy love ya too boo ;) you\'re actually the best  even though I have horrible thoughts about my parents stuck in my head now... Wait @jokoy  @tay_merp gets one  so do I. It\'s a Sarah-Taylor thing  the theme of the night hahaha #butreally... @samcorza remember that one night... http://t.co/Pl4B6CTTNM Literally could\'ve sat there all night  thanks for the laughs jokoy ? http://t.co/0upgyOUJHx @Jokoy THIS GIRL ? Back to lyfeee  back to reality. ? Quack https://t.co/2MJtnoTKSt Napkin tumble weeds on beaver ave? Time to go Holms. #apocalypse Drink a gaddamn beer and ya fine! @sLIZard86 Yaaaaah. https://t.co/dWo9jcbqLw Yaaaaah. https://t.co/GdyWSM0bcG #Eggfest. https://',FALSE
'Made a hair appointment for the minute I get home ?? @_MarcMyWord being extra harsh tonight ? #ouch tho... #notahoe Late night kitchen floor talks with @cj_tyler and now ZENON?! Perfect start to the summer #ZetusLapetus Officially Summa Time Niggassss cj_tyler http://t.co/OJUVOOxgxY Haha  looks like one of those anti-drinking campaigns. http://t.co/qKU0Uwzih1 Mmmm  home cooked meal! #NappyAzFuq https://t.co/wsRNpQfvHo Time to start unpacking... ?? https://t.co/f8sThqmisw @DaryanneWatkins Bye girl! I feel like I\'ll see you so soon! Have a splennnndid summer :) See ya later State ? So. Many. Feeeels. I get so nervous on the phone with people I don\'t know & say all the wrong things... At least I got a job interview? #MustRedeemMyself @GabbyLauraYoo I just died. @cj_tyler my mom was in Brighton today and the only thing I could think about was @ConorMaynard Dinner with Alt #Fridays #Mojito #DaFuqIzMahFuud?! https://t.co/AWod2NDGg3 Best Movie Evaaa #MalibusMostWanted https://t.co/FRjD6wdhwN Seeing all of these kids',FALSE
'@kennyyc NO WAY?! hahaha I need success. Mansion exploring... DaFuqIzDis #WHEREAMI https://t.co/yfDUoYcclT Finally at El Camp! Lunch with the ladiesss :) https://t.co/6GgTBy36Fo Made a strawberry banana smoothie & wanted to add chocolate syrup but couldn\'t find any... so I used chocolate liqueur instead #resourceful Craving chicken tacos... Where the hell is my El Camp gang? @cj_tyler @margamixer @AshleKunert And the pissed off tweets begin... ?? Dear anyone that just got my snapchat video... You\'re welcome ?? Just did an on demand work out with a @Jenna_Marbles look alike & I think it made me work 10x harder... #IWantToBeHer #WomanCrushWednesday @K_Cyl hahaha miss you kevvvvv ? Yea... I\'m only on Goblet of Fire #betterlatethannever #harrypotter https://t.co/oBk2hy21pp @BrittanyDorazio kk  gotcha. let me know if that\'s happening tonight tho! @triSARAtops__ haha my man Matt! I didn\'t have him today though  I\'m pissed... #SexyDentistFantasy... Yes  I\'m 20 years old and still go to Dentistry for Kids. And yes  I',FALSE
'Little bit of home away from home. First night = success https://t.co/rZdIffrIvh @laurasansum Gabby misses youu! https://t.co/qwIqF4yBrB St.Maarten lyfestyle https://t.co/QPpaHDKkkH Finally here in paradise ?? @GabbyLauraYoo #Ting #StMaarten http://t.co/N8tWebTnFi ?North Carolinaaa  c\'mon and raise up just take yo shirt off and twist it round yo head #SpinItLikeAHelicopter - 3 hours in Charlotte... ??? Later USA ??? http://t.co/Bn8Xd8cXv0 Why won\'t anyone vine with meeee #happyhour https://t.co/F2CTXAAuQG Part 2 https://t.co/mUCFYJl1qQ https://t.co/ISeaOY6rng Strike pose. https://t.co/BVxbtFFb3F Part 1 https://t.co/CLNwt6Y47Q Happy Fourth from France/Netherlands Y\'all ????? https://t.co/J7xwVa0seY We are so small  but life is too beautiful for this to be it #UniversalThinking @BrittanyDorazio haha  yes. B you know my luck! Actually sang a song at karaoke and broke the mic... I\'m THAT good. Haha jk  more karma. Didn\'t wanna be hung over so I drank some tap water... got violently ill. Schedule a boat trip... Tr',FALSE
'Birthday Gal Anjali K https://t.co/H26BBKh5Eq @whattheKrug oh poopie!! I have work tomorrow morning  hopefully I\'ll make it to midnight to harass the birthday crap outta ya @anjali_krish @whattheKrug #Kruglyfe! Are you in State College?! Decided to splurge and get pita pit and it turned out to be customer appreciation day! $3.50 pitas!!!',FALSE
'Hello world.',FALSE
'Just fine tuning my dance skills with miss chapel.. http://t.co/veusdEdUtC Each of these girls (and the ones not shown) are loved  beautiful  precious daughters of God!! http://t.co/AeGXxChBg3 Best thing about valentine day is I get to watch this video again.. http://t.co/LDJCxtMT Proud of my creepy husband and his heart for ministry :) http://t.co/Htlz8ml1 Thank you Lord for providing! I\'m finally a full time nurse :)',FALSE
'A man who belittles his neighbor lacks sense but a man of understanding remains silent. Proverbs 11:12 Incredibly homesick tonight for my PBA memories and family... Getting off work early means  hours of home goods/furniture shopping :) Look at this cutie http://t.co/73686dNT3I Thrift shop makes me car dance every time.. Love this bumper sticker... Less egocentric http://t.co/aU0aJPw0EN Gotta love birthdays at Grandbobbies :) http://t.co/XjvJdoHmD9 Color palette for new house?? http://t.co/yJuyi04I50 Oskie sleeping in the car.. http://t.co/fMMCKJ7mfy I would sprain my ankle just walking across the nurses station.. When a 72 hour work week changes to an 80 hour work week... So I\'m doing my nighttime devotional and this lil capybara crawls up in my arms :) He loves Jesus too http://t.co/AUTp6zpCEM First day my new job! And first time I\'ve used my stethoscope since graduation!! Lol... http://t.co/bYbJoKNLI0 Felt a twinge of embarrassment for the first time with my Breaking Dawn part 2 DVD in the check out line..',FALSE
'Lunch date with my Bible.. Haha http://t.co/UzzsgqN1dN Hot tea and downton abbey.. http://t.co/cZgjfZieIv These boogers were worth the effort.. http://t.co/R4Tw8D4goO Pinterest craft evening was a success.. http://t.co/FsOeiUjeEz My shopping buddy taking a sun bathing nap http://t.co/hryVjD0x5F C: cousins http://t.co/VmxzcRk9IA I can feel my heartbeat in my nose... Problem?? So.. World market is my new favorite store. Dear ninja  thank you for inventing the ability for me to make a smoothie and not have to clean the? http://t.co/SVTRWsagiN If we actually did this  life would be like a musical!! Which would be sweet... http://t.co/w6eLtm8z3t Just posted a photo http://t.co/XIw4jYXuMQ A blanket in the grass  peach tea  my puppy  and Horse studies.. Perfect afternoon http://t.co/jKGczGVTnp Silly late night convos with my auntie :) http://t.co/KVlLSntimb Our future housie :) May 10 cannot come soon enough! http://t.co/q7L8zzduD4 Wound care class! My lime green pt will survive!!! http://t.co/dhMmem9oeA And the coo',FALSE
'Bout time!!!! http://t.co/FiPfgcVqJN This bag of chocolate donuts is the equivalent to my daily caloric intake... Which is perfect because? http://t.co/RLosA1HI6g Cutie husband. Cutie house. http://t.co/RxRev9jae5 Today I\'m soooo thankful for our house :) http://t.co/DYHm2o5C7G Max decided he wanted to sit in my lap. All 95 pounds of him. http://t.co/n4ozhw9XeF Just posted a photo http://t.co/wJWRTdgesk He so happy :D http://t.co/qFfXpkdGu1 First official dinner in our new house :) http://t.co/kzXFveMly0 Breakfast at my mommas :) http://t.co/pnYYmUQsWF',FALSE
'First day budgeted from work equals a little time with the sun and The Son :) http://t.co/zd1pSjBxUK Does anyone know a first aid certification person??? Morning faces while Melbee tries to wake up Grammy.. http://t.co/OqgJeTtSwH Chapels first time camping! http://t.co/kDxp9pYrIm Yea.. It\'s that kind of day http://t.co/1NweaMhJ1I LOVE my moms house :) Brings back too many good memories. . . http://t.co/BB24pVSoaN Happy Sunday http://t.co/OPlVniTCwF Suckers.... http://t.co/FTmPoVdoiv Bathroom pic? http://t.co/OVysL0kH00 Nifty at 50 http://t.co/Hqh9idLo9L Happy 50th to my beautiful momma :) http://t.co/NiBAUAHTwd Lord  change my heart. Captivate my mind. http://t.co/ClyKxsj4B0 We get cra cra for a 3D movie http://t.co/kpsO5d6QD9 Look at her polka dot paws!!!! http://t.co/6Pi7pTRZjI :D http://t.co/ya4go5XZcE This is as close as Oscar will allow himself to get to hippie.. Apparently she has leporsy http://t.co/2jWcDpRy3Q She\'s a happy girl http://t.co/UIVb8gdsRR We saved her C: http://t.co/KNyiINnAN8 Meet the new',FALSE
